ts_utc,symbol,equity,strategy_return,signal,position
2025-01-10T00:00:00Z,AAA,1.0,0.0,1.0,0.0
2025-01-11T00:00:00Z,AAA,1.0003967870246904,0.00039678702469037486,0.5,0.2
2025-01-12T00:00:00Z,AAA,0.9996482060836063,-0.0007482840316895695,0.0,0.125
2025-01-13T00:00:00Z,AAA,0.9989461325068156,-0.0007023206489223203,-0.5,0.0
2025-01-14T00:00:00Z,AAA,0.9986600539133008,-0.00028638040050958934,-1.0,-0.125
2025-01-15T00:00:00Z,AAA,0.9999109928061826,0.001252617332574726,1.0,-0.2
2025-01-16T00:00:00Z,AAA,1.0002761374071578,0.0003651771043644603,0.5,0.2
2025-01-17T00:00:00Z,AAA,0.9994362867343843,-0.0008396188226088314,0.0,0.125
2025-01-18T00:00:00Z,AAA,0.998839476154629,-0.0005971471995532829,-0.5,0.0
2025-01-19T00:00:00Z,AAA,0.998565883632845,-0.0002739104013361471,-1.0,-0.125
2025-01-20T00:00:00Z,AAA,0.9997912127564722,0.001227088911919725,1.0,-0.2
2025-01-21T00:00:00Z,AAA,1.000186473609158,0.00039534339534338817,0.5,0.2
2025-01-22T00:00:00Z,AAA,0.9994793591390725,-0.0007069826364816539,0.0,0.125
2025-01-23T00:00:00Z,AAA,0.998904635415695,-0.0005750231039013323,-0.5,0.0
2025-01-24T00:00:00Z,AAA,0.9986439181237216,-0.0002610031856193018,-1.0,-0.125
2025-01-25T00:00:00Z,AAA,1.000098045052236,0.0014561015213976503,1.0,-0.2
2025-01-26T00:00:00Z,AAA,1.0004017758162376,0.00030370098762225075,0.5,0.2
2025-01-27T00:00:00Z,AAA,0.9997115919494661,-0.0006899066789524122,0.0,0.125
2025-01-28T00:00:00Z,AAA,0.9991572244849042,-0.00055452739472683,-0.5,0.0
2025-01-29T00:00:00Z,AAA,0.9988526159860207,-0.000304865432004911,-1.0,-0.125
2025-01-30T00:00:00Z,AAA,1.0000466241183654,0.0011953796918936545,1.0,-0.2
2025-01-31T00:00:00Z,AAA,1.0003189954029217,0.0002723585860773992,0.5,0.2
